18 × 62,1116
87 × 27,2349
40 × 76,3040
21 × 48,1008
23 × 64,1472
57 × 41,2337
19 × 80,1520
99 × 83,8217
4 × 3,12
38 × 40,1520
27 × 29,783
6 × 94,564
26 × 69,1794
83 × 62,5146
33 × 39,1287
2 × 58,116
79 × 98,7742
37 × 3,111
70 × 86,6020
84 × 45,3780
33 × 46,1518
33 × 16,528
93 × 77,7161
87 × 11,957
90 × 52,4680
27 × 37,999
92 × 88,8096
91 × 46,4186
84 × 44,3696
8 × 71,568
39 × 5,195
32 × 73,2336
53 × 22,1166
98 × 39,3822
13 × 60,780
86 × 66,5676
54 × 57,3078
45 × 20,900
25 × 36,900
30 × 64,1920
12 × 43,516
25 × 25,625
87 × 77,6699
60 × 17,1020
56 × 94,5264
44 × 20,880
35 × 39,1365
90 × 54,4860
32 × 13,416
89 × 27,2403
60 × 51,3060
94 × 13,1222
82 × 61,5002
62 × 33,2046
83 × 85,7055
11 × 83,913
81 × 65,5265
45 × 7,315
63 × 83,5229
26 × 18,468
80 × 23,1840
90 × 87,7830
59 × 45,2655
14 × 90,1260
3 × 17,51
80 × 27,2160
91 × 52,4732
57 × 92,5244
49 × 34,1666
20 × 3,60
74 × 10,740
11 × 46,506
71 × 76,5396
58 × 71,4118
51 × 1,51
86 × 10,860
46 × 84,3864
90 × 24,2160
39 × 47,1833
19 × 66,1254
50 × 42,2100
31 × 93,2883
57 × 70,3990
15 × 87,1305
27 × 45,1215
77 × 9,693
98 × 35,3430
5 × 78,390
23 × 45,1035
35 × 45,1575
92 × 4,368
92 × 99,9108
23 × 21,483
61 × 3,183
71 × 93,6603
59 × 14,826
48 × 28,1344
64 × 80,5120
31 × 63,1953
6 × 37,222
41 × 47,1927
57 × 11,627
49 × 31,1519
1 × 73,73
99 × 97,9603
40 × 1,40
78 × 67,5226
66 × 42,2772
81 × 27,2187
68 × 76,5168
11 × 70,770
35 × 80,2800
16 × 88,1408
3 × 66,198
90 × 69,6210
78 × 43,3354
3 × 98,294
54 × 65,3510
68 × 31,2108
85 × 13,1105
80 × 96,7680
23 × 16,368
43 × 10,430
5 × 76,380
52 × 63,3276
66 × 88,5808
38 × 10,380
87 × 57,4959
62 × 8,496
41 × 28,1148
48 × 38,1824
97 × 44,4268
66 × 3,198
77 × 65,5005
21 × 82,1722
17 × 53,901
14 × 20,280
29 × 14,406
92 × 47,4324
41 × 77,3157
16 × 57,912
12 × 45,540
63 × 11,693
57 × 4,228
17 × 52,884
69 × 84,5796
80 × 81,6480
9 × 44,396
84 × 48,4032
52 × 7,364
66 × 61,4026
