296,87616
973,946729
170,28900
631,398161
773,597529
549,301401
175,30625
325,105625
615,378225
534,285156
403,162409
288,82944
312,97344
951,904401
858,736164
301,90601
160,25600
726,527076
846,715716
405,164025
270,72900
159,25281
796,633616
737,543169
491,241081
952,906304
445,198025
606,367236
235,55225
108,11664
970,940900
899,808201
466,217156
363,131769
430,184900
671,450241
550,302500
158,24964
824,678976
284,80656
984,968256
601,361201
508,258064
918,842724
746,556516
548,300304
640,409600
586,343396
389,151321
174,30276
202,40804
144,20736
938,879844
974,948676
492,242064
851,724201
451,203401
179,32041
788,620944
852,725904
470,220900
336,112896
387,149769
628,394384
885,783225
511,261121
461,212521
784,614656
265,70225
834,695556
104,10816
794,630436
901,811801
710,504100
307,94249
423,178929
467,218089
482,232324
996,992016
334,111556
531,281961
394,155236
229,52441
982,964324
537,288369
141,19881
360,129600
689,474721
248,61504
859,737881
245,60025
642,412164
764,583696
358,128164
205,42025
723,522729
686,470596
814,662596
480,230400
659,434281
281,78961
633,400689
123,15129
224,50176
338,114244
747,558009
553,305809
127,16129
668,446224
570,324900
820,672400
525,275625
183,33489
143,20449
156,24336
371,137641
152,23104
632,399424
731,534361
785,616225
552,304704
629,395641
965,931225
880,774400
280,78400
506,256036
641,410881
750,562500
968,937024
313,97969
766,586756
388,150544
132,17424
431,185761
244,59536
346,119716
596,355216
545,297025
604,364816
691,477481
904,817216
507,257049
291,84681
267,71289
310,96100
862,743044
446,198916
264,69696
483,233289
481,231361
347,120409
463,214369
468,219024
369,136161
509,259081
626,391876
714,509796
614,376996
864,746496
106,11236
961,923521
703,494209
985,970225
250,62500
556,309136
902,813604
126,15876
739,546121
838,702244
298,88804
683,466489
593,351649
958,917764
101,10201
560,313600
758,574564
102,10404
567,321489
352,123904
364,132496
871,758641
999,998001
139,19321
669,447561
302,91204
344,118336
907,822649
221,48841
378,142884
823,677329
795,632025
700,490000
692,478864
757,573049
512,262144
672,451584
667,444889
995,990025
674,454276
234,54756
355,126025
963,927369
865,748225
453,205209
458,209764
146,21316
414,171396
802,643204
873,762129
611,373321
308,94864
408,166464
242,58564
196,38416
571,326041
173,29929
142,20164
716,512656
374,139876
732,535824
639,408321
418,174724
950,902500
573,328329
763,582169
685,469225
409,167281
663,439569
476,226576
837,700569
727,528529
807,651249
943,889249
721,519841
827,683929
955,912025
331,109561
168,28224
844,712336
980,960400
172,29584
578,334084
801,641601
699,488601
592,350464
603,363609
435,189225
477,227529
530,280900
708,501264
348,121104
848,719104
756,571536
271,73441
178,31684
230,52900
311,96721
994,988036
297,88209
777,603729
748,559504
588,345744
648,419904
954,910116
971,942841
200,40000
817,667489
218,47524
541,292681
289,83521
928,861184
583,339889
836,698896
214,45796
776,602176
554,306916
926,857476
233,54289
822,675684
195,38025
473,223729
735,540225
936,876096
989,978121
546,298116
912,831744
318,101124
920,846400
819,670761
469,219961
661,436921
572,327184
810,656100
135,18225
368,135424
454,206116
450,202500
558,311364
376,141376
617,380689
155,24025
398,158404
983,966289
321,103041
697,485809
283,80089
574,329476
760,577600
582,338724
664,440896
128,16384
734,538756
465,216225
237,56169
373,139129
117,13689
181,32761
320,102400
587,344569
279,77841
118,13924
939,881721
654,427716
261,68121
390,152100
501,251001
755,570025
133,17689
532,283024
228,51984
647,418609
268,71824
843,710649
913,833569
742,550564
630,396900
441,194481
941,885481
523,273529
212,44944
787,619369
113,12769
577,332929
247,61009
462,213444
140,19600
519,269361
422,178084
888,788544
432,186624
921,848241
203,41209
917,840889
544,295936
514,264196
251,63001
562,315844
872,760384
433,187489
427,182329
875,765625
850,722500
751,564001
533,284089
694,481636
935,874225
786,617796
915,837225
957,915849
385,148225
976,952576
345,119025
959,919681
934,872356
992,984064
167,27889
842,708964
339,114921
495,245025
680,462400
487,237169
209,43681
624,389376
602,362404
429,184041
991,982081
929,863041
182,33124
114,12996
997,994009
645,416025
421,177241
595,354025
449,201601
713,508369
650,422500
272,73984
975,950625
105,11025
413,170569
916,839056
922,850084
456,207936
536,287296
717,514089
832,692224
328,107584
327,106929
457,208849
986,972196
715,511225
177,31329
130,16900
444,197136
653,426409
219,47961
887,786769
551,303601
314,98596
428,183184
216,46656
547,299209
847,717409
326,106276
426,181476
733,537289
236,55696
521,271441
622,386884
424,179776
808,652864
754,568516
924,853776
711,505521
484,234256
759,576081
967,935089
103,10609
543,294849
213,45369
712,506944
165,27225
384,147456
399,159201
438,191844
745,555025
341,116281
285,81225
898,806404
923,851929
166,27556
555,308025
698,487204
119,14161
516,266256
241,58081
185,34225
256,65536
329,108241
619,383161
947,896809
854,729316
366,133956
292,85264
791,625681
157,24649
439,192721
498,248004
944,891136
419,175561
343,117649
335,112225
207,42849
493,243049
478,228484
793,628849
581,337561
644,414736
673,452929
646,417316
356,126736
448,200704
841,707281
137,18769
517,267289
931,866761
979,958441
455,207025
411,168921
809,654481
303,91809
845,714025
563,316969
263,69169
932,868624
914,835396
576,331776
294,86436
860,739600
779,606841
855,731025
262,68644
607,368449
696,484416
443,196249
675,455625
392,153664
513,263169
176,30976
678,459684
293,85849
131,17161
496,246016
337,113569
145,21025
217,47089
524,274576
821,674041
933,870489
382,145924
612,374544
927,859329
561,314721
149,22201
940,883600
299,89401
440,193600
395,156025
401,160801
459,210681
866,749956
252,63504
600,360000
412,169744
136,18496
679,461041
397,157609
805,648025
972,944784
489,239121
522,272484
260,67600
977,954529
863,744769
585,342225
800,640000
475,225625
417,173889
719,516961
869,755161
813,660969
882,777924
728,529984
317,100489
437,190969
333,110889
330,108900
189,35721
792,627264
681,463761
340,115600
828,685584
116,13456
665,442225
741,549081
743,552049
883,779689
425,180625
825,680625
635,403225
148,21904
789,622521
771,594441
538,289444
621,385641
840,705600
527,277729
937,877969
365,133225
978,956484
804,646416
886,784996
324,104976
125,15625
835,697225
649,421201
150,22500
351,123201
359,128881
121,14641
969,938961
278,77284
526,276676
652,425104
831,690561
497,247009
452,204304
171,29241
436,190096
316,99856
305,93025
870,756900
266,70756
740,547600
930,864900
709,502681
909,826281
815,664225
204,41616
962,925444
162,26244
762,580644
953,908209
161,25921
434,188356
258,66564
816,665856
259,67081
765,585225
638,407044
722,521284
208,43264
720,518400
215,46225
868,753424
557,310249
129,16641
472,222784
396,156816
169,28561
309,95481
383,146689
609,370881
442,195364
206,42436
529,279841
520,270400
227,51529
471,221841
253,64009
676,456976
134,17956
618,381924
199,39601
180,32400
987,974169
254,64516
380,144400
738,544644
775,600625
910,828100
988,976144
184,33856
599,358801
187,34969
535,286225
960,921600
830,688900
833,693889
942,887364
613,375769
192,36864
490,240100
891,793881
660,435600
122,14884
949,900601
662,438244
906,820836
925,855625
528,278784
781,609961
706,498436
239,57121
372,138384
623,388129
304,92416
670,448900
849,720801
300,90000
420,176400
306,93636
589,346921
188,35344
400,160000
693,480249
956,913936
107,11449
597,356409
768,589824
566,320356
539,290521
220,48400
998,996004
381,145161
884,781456
393,154449
287,82369
225,50625
889,790321
770,592900
894,799236
500,250000
186,34596
857,734449
890,792100
211,44521
651,423801
701,491401
911,829921
410,168100
981,962361
688,473344
605,366025
634,401956
138,19044
485,235225
682,465124
643,413449
375,140625
354,125316
505,255025
590,348100
829,687241
109,11881
620,384400
718,515524
406,164836
488,238144
540,291600
948,898704
564,318096
486,236196
752,565504
111,12321
154,23716
725,525625
879,772641
362,131044
474,224676
164,26896
655,429025
370,136900
803,644809
876,767376
290,84100
367,134689
839,703921
964,929296
657,431649
494,244036
286,81796
724,524176
946,894916
147,21609
893,797449
110,12100
460,211600
504,254016
744,553536
881,776161
993,986049
332,110224
903,815409
690,476100
783,613089
636,404496
856,732736
707,499849
404,163216
226,51076
163,26569
919,844561
616,379456
799,638401
361,130321
416,173056
730,532900
120,14400
861,741321
255,65025
151,22801
594,352836
323,104329
900,810000
895,801025
778,605284
584,341056
790,624100
559,312481
407,165649
908,824464
704,495616
568,322624
579,335241
542,293764
276,76176
826,682276
656,430336
274,75076
464,215296
246,60516
275,75625
223,49729
780,608400
749,561001
222,49284
201,40401
610,372100
