718 × 29,20822
972 × 65,63180
508 × 90,45720
988 × 93,91884
718 × 85,61030
284 × 62,17608
201 × 96,19296
402 × 92,36984
753 × 48,36144
413 × 10,4130
493 × 97,47821
109 × 58,6322
330 × 86,28380
540 × 59,31860
261 × 89,23229
766 × 30,22980
137 × 56,7672
347 × 66,22902
188 × 34,6392
513 × 80,41040
369 × 20,7380
172 × 26,4472
789 × 16,12624
833 × 31,25823
538 × 38,20444
616 × 18,11088
730 × 23,16790
574 × 22,12628
900 × 34,30600
905 × 37,33485
359 × 54,19386
757 × 26,19682
126 × 82,10332
713 × 46,32798
207 × 74,15318
451 × 70,31570
831 × 95,78945
696 × 52,36192
888 × 57,50616
362 × 10,3620
558 × 26,14508
902 × 35,31570
556 × 51,28356
944 × 65,61360
976 × 26,25376
545 × 10,5450
726 × 44,31944
374 × 79,29546
181 × 27,4887
165 × 30,4950
612 × 79,48348
104 × 97,10088
503 × 98,49294
349 × 54,18846
855 × 21,17955
526 × 11,5786
646 × 74,47804
316 × 17,5372
418 × 28,11704
518 × 28,14504
207 × 72,14904
715 × 37,26455
216 × 98,21168
143 × 61,8723
184 × 92,16928
137 × 72,9864
111 × 96,10656
369 × 44,16236
463 × 14,6482
487 × 56,27272
302 × 14,4228
512 × 10,5120
709 × 80,56720
641 × 46,29486
864 × 19,16416
511 × 11,5621
920 × 70,64400
851 × 11,9361
586 × 67,39262
617 × 26,16042
941 × 51,47991
514 × 89,45746
358 × 89,31862
788 × 59,46492
107 × 70,7490
790 × 93,73470
992 × 53,52576
715 × 45,32175
688 × 18,12384
264 × 89,23496
386 × 53,20458
151 × 69,10419
373 × 17,6341
612 × 86,52632
570 × 20,11400
180 × 48,8640
941 × 94,88454
111 × 35,3885
641 × 59,37819
432 × 37,15984
919 × 14,12866
407 × 32,13024
759 × 61,46299
824 × 19,15656
283 × 67,18961
702 × 30,21060
475 × 38,18050
269 × 35,9415
628 × 39,24492
610 × 70,42700
411 × 45,18495
627 × 93,58311
448 × 45,20160
212 × 80,16960
984 × 98,96432
868 × 10,8680
132 × 15,1980
866 × 68,58888
266 × 63,16758
675 × 97,65475
581 × 39,22659
697 × 55,38335
135 × 54,7290
644 × 78,50232
584 × 42,24528
633 × 85,53805
751 × 56,42056
739 × 48,35472
784 × 11,8624
612 × 25,15300
391 × 25,9775
819 × 68,55692
740 × 37,27380
468 × 83,38844
163 × 69,11247
841 × 81,68121
863 × 83,71629
222 × 43,9546
221 × 87,19227
321 × 62,19902
249 × 50,12450
251 × 88,22088
740 × 38,28120
433 × 70,30310
929 × 71,65959
849 × 35,29715
478 × 63,30114
171 × 10,1710
827 × 94,77738
969 × 37,35853
981 × 59,57879
127 × 86,10922
706 × 62,43772
564 × 84,47376
129 × 33,4257
533 × 88,46904
284 × 43,12212
543 × 59,32037
527 × 56,29512
938 × 43,40334
327 × 56,18312
102 × 26,2652
637 × 46,29302
438 × 39,17082
733 × 61,44713
755 × 63,47565
246 × 80,19680
661 × 89,58829
247 × 78,19266
831 × 94,78114
245 × 22,5390
734 × 84,61656
639 × 98,62622
431 × 74,31894
661 × 26,17186
113 × 93,10509
399 × 10,3990
827 × 37,30599
724 × 41,29684
458 × 43,19694
909 × 54,49086
580 × 14,8120
724 × 75,54300
800 × 19,15200
482 × 56,26992
287 × 78,22386
958 × 46,44068
532 × 84,44688
609 × 84,51156
847 × 44,37268
481 × 99,47619
995 × 83,82585
312 × 82,25584
996 × 45,44820
821 × 49,40229
401 × 75,30075
601 × 27,16227
732 × 27,19764
730 × 20,14600
346 × 28,9688
943 × 13,12259
714 × 68,48552
632 × 76,48032
247 × 19,4693
630 × 85,53550
519 × 37,19203
972 × 23,22356
689 × 78,53742
456 × 53,24168
605 × 99,59895
646 × 11,7106
858 × 10,8580
696 × 81,56376
339 × 41,13899
364 × 89,32396
346 × 95,32870
489 × 52,25428
623 × 97,60431
315 × 84,26460
216 × 16,3456
886 × 91,80626
102 × 70,7140
931 × 41,38171
396 × 86,34056
789 × 24,18936
395 × 94,37130
799 × 80,63920
471 × 27,12717
534 × 36,19224
941 × 36,33876
980 × 58,56840
862 × 14,12068
251 × 63,15813
803 × 34,27302
403 × 74,29822
402 × 78,31356
279 × 48,13392
869 × 21,18249
752 × 95,71440
310 × 37,11470
772 × 14,10808
224 × 39,8736
389 × 17,6613
667 × 57,38019
617 × 66,40722
313 × 50,15650
471 × 76,35796
683 × 86,58738
146 × 55,8030
409 × 82,33538
357 × 65,23205
966 × 95,91770
133 × 88,11704
778 × 90,70020
842 × 90,75780
171 × 90,15390
536 × 65,34840
447 × 57,25479
622 × 56,34832
613 × 79,48427
732 × 51,37332
696 × 82,57072
181 × 11,1991
316 × 68,21488
141 × 54,7614
337 × 32,10784
861 × 95,81795
808 × 55,44440
676 × 71,47996
799 × 17,13583
526 × 31,16306
443 × 66,29238
325 × 45,14625
584 × 38,22192
359 × 93,33387
724 × 98,70952
165 × 93,15345
206 × 99,20394
378 × 21,7938
912 × 95,86640
460 × 60,27600
376 × 92,34592
608 × 55,33440
250 × 85,21250
725 × 91,65975
285 × 23,6555
216 × 14,3024
207 × 33,6831
423 × 36,15228
922 × 32,29504
981 × 86,84366
801 × 80,64080
125 × 64,8000
960 × 96,92160
793 × 93,73749
228 × 19,4332
372 × 53,19716
255 × 47,11985
238 × 52,12376
443 × 91,40313
751 × 78,58578
329 × 17,5593
308 × 93,28644
624 × 61,38064
552 × 87,48024
619 × 39,24141
602 × 31,18662
756 × 86,65016
785 × 77,60445
501 × 29,14529
108 × 94,10152
890 × 87,77430
178 × 53,9434
460 × 58,26680
420 × 69,28980
687 × 32,21984
649 × 68,44132
497 × 61,30317
730 × 43,31390
656 × 23,15088
740 × 47,34780
949 × 64,60736
136 × 39,5304
420 × 70,29400
318 × 90,28620
512 × 39,19968
260 × 25,6500
123 × 13,1599
210 × 59,12390
667 × 17,11339
113 × 85,9605
361 × 89,32129
674 × 28,18872
680 × 20,13600
715 × 48,34320
799 × 50,39950
341 × 84,28644
116 × 11,1276
332 × 47,15604
510 × 89,45390
868 × 37,32116
750 × 27,20250
978 × 98,95844
247 × 54,13338
385 × 72,27720
955 × 91,86905
641 × 27,17307
734 × 24,17616
356 × 71,25276
158 × 59,9322
646 × 66,42636
409 × 59,24131
264 × 58,15312
484 × 93,45012
448 × 39,17472
644 × 83,53452
234 × 47,10998
111 × 59,6549
768 × 62,47616
100 × 12,1200
229 × 44,10076
170 × 97,16490
770 × 86,66220
556 × 77,42812
641 × 10,6410
286 × 78,22308
566 × 21,11886
240 × 17,4080
559 × 67,37453
550 × 90,49500
200 × 96,19200
995 × 51,50745
625 × 12,7500
787 × 47,36989
440 × 14,6160
589 × 16,9424
605 × 19,11495
786 × 13,10218
319 × 29,9251
418 × 42,17556
567 × 57,32319
588 × 87,51156
991 × 25,24775
773 × 89,68797
910 × 77,70070
169 × 37,6253
708 × 65,46020
816 × 14,11424
594 × 37,21978
312 × 84,26208
811 × 83,67313
504 × 68,34272
149 × 13,1937
557 × 98,54586
738 × 72,53136
558 × 83,46314
434 × 27,11718
896 × 13,11648
688 × 50,34400
