215911,464.66
9160,95.71
829,28.79
368715,607.22
4770,69.07
226471,475.89
334818,578.63
145537,381.49
5713,75.58
7606,87.21
9542,97.68
980148,990.02
684116,827.11
262889,512.73
6646,81.52
674155,821.07
1948,44.14
483064,695.03
909415,953.63
4688,68.47
8644,92.97
745548,863.45
5579,74.69
606373,778.7
2228,47.2
328725,573.35
4569,67.59
8813,93.88
5727,75.68
805439,897.46
685034,827.67
814161,902.31
390824,625.16
2378,48.76
502297,708.73
7812,88.39
103381,321.53
348495,590.33
508840,713.33
827441,909.64
9495,97.44
113416,336.77
7479,86.48
699,26.44
8376,91.52
3767,61.38
581794,762.75
515,22.69
3835,61.93
2634,51.32
955931,977.72
9883,99.41
129916,360.44
1753,41.87
2382,48.81
918434,958.35
8672,93.12
2020,44.94
445273,667.29
720666,848.92
890521,943.67
7106,84.3
242257,492.2
8425,91.79
703980,839.04
594128,770.8
916979,957.59
826,28.74
8366,91.47
816050,903.35
236327,486.13
9592,97.94
110509,332.43
368382,606.94
8081,89.89
851608,922.83
729168,853.91
7755,88.06
1960,44.27
165211,406.46
691311,831.45
544985,738.23
617888,786.06
398347,631.15
654437,808.97
722310,849.89
8470,92.03
2963,54.43
246113,496.1
203918,451.57
1522,39.01
916,30.27
755429,869.15
978659,989.27
1573,39.66
757041,870.08
501310,708.03
188,13.71
350350,591.9
769215,877.05
1705,41.29
817130,903.95
150832,388.37
753724,868.17
117,10.82
718,26.8
652540,807.8
799078,893.91
8489,92.14
452305,672.54
763,27.62
463173,680.57
832406,912.36
810,28.46
847297,920.49
208759,456.9
8439,91.86
136433,369.37
7885,88.8
155313,394.1
8503,92.21
124230,352.46
609769,780.88
402085,634.1
5719,75.62
928931,963.81
2033,45.09
722258,849.86
8188,90.49
121226,348.18
229730,479.3
3308,57.52
872723,934.2
514712,717.43
932028,965.42
732123,855.64
512484,715.88
7605,87.21
4485,66.97
7718,87.85
414090,643.5
325498,570.52
483636,695.44
999285,999.64
6810,82.52
129,11.36
6595,81.21
1792,42.33
8426,91.79
6867,82.87
403618,635.31
592055,769.45
325359,570.4
767228,875.92
955558,977.53
146380,382.6
356,18.87
9456,97.24
5349,73.14
673731,820.81
712218,843.93
119059,345.05
8373,91.5
875798,935.84
535619,731.86
2008,44.81
156485,395.58
232154,481.82
771150,878.15
979066,989.48
2622,51.21
565360,751.9
8309,91.15
156485,395.58
316649,562.72
6262,79.13
9455,97.24
151182,388.82
983103,991.52
1905,43.65
729297,853.99
535447,731.74
758104,870.69
8808,93.85
490913,700.65
142,11.92
556,23.58
793565,890.82
3385,58.18
5150,71.76
1286,35.86
2163,46.51
6700,81.85
848371,921.07
7890,88.83
5636,75.07
250000,500.0
298786,546.61
626434,791.48
659952,812.37
292143,540.5
117997,343.51
7108,84.31
459669,677.99
231558,481.2
391904,626.02
534066,730.8
905476,951.57
971305,985.55
2411,49.1
458,21.4
7515,86.69
992372,996.18
5018,70.84
4853,69.66
622445,788.95
9766,98.82
419429,647.63
648660,805.39
119019,344.99
694530,833.38
892499,944.72
116995,342.05
852627,923.38
545933,738.87
1947,44.12
351779,593.11
589767,767.96
710,26.65
442809,665.44
324364,569.53
345394,587.7
6365,79.78
466151,682.75
258993,508.91
565274,751.85
896416,946.79
334198,578.1
312304,558.84
848,29.12
9349,96.69
461978,679.69
1200,34.64
372804,610.58
488471,698.91
193754,440.17
109208,330.47
909,30.15
842683,917.98
6359,79.74
426496,653.07
247389,497.38
773311,879.38
944676,971.94
