64925 × 16851,1094051175
50884 × 4381,222922804
27054 × 40756,1102612824
4059 × 41943,170246637
2963 × 45278,134158714
3470 × 6087,21121890
53195 × 8785,467318075
82642 × 33165,2740821930
51459 × 45364,2334386076
34167 × 82671,2824620057
93197 × 5257,489936629
82734 × 95185,7875035790
16424 × 24704,405738496
44021 × 82683,3639788343
54773 × 62137,3403429901
83307 × 38466,3204487062
25521 × 48238,1231081998
18368 × 40017,735032256
76290 × 40348,3078148920
62682 × 92760,5814382320
76409 × 65457,5001503913
26306 × 76064,2000939584
51226 × 2215,113465590
9594 × 89329,857022426
63823 × 29001,1850930823
30139 × 69641,2098910099
66225 × 14533,962447925
16043 × 36285,582120255
97560 × 53440,5213606400
20942 × 84769,1775232398
56954 × 25040,1426128160
13875 × 62276,864079500
2353 × 89069,209579357
11542 × 29605,341700910
8960 × 17113,153332480
36367 × 53593,1949016631
22127 × 80336,1777594672
1354 × 63039,85354806
81190 × 58475,4747585250
31822 × 27074,861548828
32398 × 75924,2459785752
60744 × 90498,5497210512
5327 × 34005,181144635
11337 × 29606,335643222
28796 × 68929,1984879484
24563 × 75872,1863643936
61412 × 39605,2432222260
22427 × 83147,1864737769
47870 × 65918,3155494660
71471 × 66080,4722803680
49924 × 82768,4132109632
72579 × 44672,3242249088
61218 × 19851,1215238518
82893 × 21334,1768439262
38853 × 37094,1441213182
48381 × 85870,4154476470
30278 × 19735,597536330
24099 × 24405,588136095
38262 × 1272,48669264
30755 × 86633,2664397915
55748 × 6737,375574276
15337 × 26963,413531531
77217 × 8424,650476008
39034 × 6389,249388226
93304 × 18417,1718379768
91347 × 34042,3109634574
93305 × 3512,327687160
92294 × 64850,5985265900
37766 × 25886,977610676
47229 × 96924,4577623596
91538 × 53969,4940214322
22920 × 7914,181388880
17833 × 56854,1013877382
17720 × 91429,1620121880
19263 × 3606,69462378
2193 × 55246,121154478
58316 × 37544,2189415904
44733 × 25972,1161805476
31724 × 24064,763406336
96528 × 44402,4286036256
7884 × 94849,747789516
19445 × 58114,1130026730
67056 × 52029,3488856624
78729 × 56179,4422916491
92300 × 90133,8319275900
6372 × 30555,194696460
74981 × 22698,1701918738
88833 × 42006,3731518998
92517 × 38056,3520826952
48482 × 82025,3976736050
95692 × 35085,3357353820
12434 × 50094,622868796
99223 × 9544,946984312
22886 × 9078,207759108
85567 × 38106,3260616102
98025 × 43000,4215075000
6729 × 59644,401344476
69386 × 79945,5547063770
95096 × 85211,8103225256
36317 × 80326,2917199342
41529 × 88965,3694627485
30475 × 18225,555406875
9533 × 44683,425963039
75925 × 97757,7422200225
28551 × 14107,402768957
13857 × 7015,97206855
95698 × 14895,1425421710
5365 × 20543,110213195
95685 × 84855,8119350675
42774 × 96028,4107501672
58225 × 71591,4168385975
8911 × 58439,520749929
4026 × 66191,266484966
64797 × 1602,103804794
93953 × 22385,2103137905
50746 × 49256,2499544976
86532 × 64119,5548345308
62242 × 53501,3330009242
16742 × 79795,1335927890
4444 × 57995,257729780
89495 × 17369,1554438655
50339 × 4749,239059911
21577 × 73566,1587333582
18625 × 47640,887295000
1243 × 62539,77735977
4302 × 44668,192161736
60987 × 11213,683847231
36743 × 63050,2316646150
87853 × 63265,5558020045
93249 × 78195,7291605555
68211 × 8936,609533496
86180 × 50485,4350797300
34876 × 53058,1850450808
23285 × 14528,338284480
44375 × 77844,3454327500
39537 × 45220,1787863140
9306 × 53510,497964060
79781 × 18564,1481054484
14934 × 56089,837633126
14447 × 58054,838706138
36489 × 88288,3221540832
7692 × 94541,727209372
59953 × 39618,2375217954
87851 × 34565,3036569815
34408 × 21093,725767944
3761 × 38984,146618824
78870 × 58472,4611686640
93203 × 60427,5631977681
3857 × 4170,16083690
76282 × 5439,414897798
92901 × 458,42548658
46006 × 5563,255931378
53569 × 10486,561724534
96289 × 11232,1081518048
97689 × 13407,1309716423
52910 × 868,45925880
84752 × 34741,2944369232
57540 × 98390,5661360600
1172 × 34624,40579328
87466 × 12603,1102333998
51433 × 14138,727159754
59394 × 7244,430250136
46243 × 72356,3345958508
42595 × 7256,309069320
13413 × 99219,1330824447
83558 × 45962,3840492796
78789 × 74117,5839604313
42127 × 50617,2132342359
61812 × 50621,3128985252
41535 × 43752,1817239320
74842 × 76276,5708648392
39739 × 24057,956001123
59397 × 32280,1917335160
14051 × 15068,211720468
26327 × 73662,1939299474
34638 × 32868,1138481784
47583 × 39118,1861351794
84463 × 61637,5206045931
84496 × 79714,6735514144
19242 × 22214,427441788
22626 × 46979,1062946854
51895 × 90794,4711754630
3487 × 68395,238493365
89299 × 31384,2802559816
44581 × 32737,1459448197
89720 × 52294,4691817680
4733 × 37837,179082521
